1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,qnage,qnage2,qnrsex,qnstate,qnmarita,qndhh1,qnkids,qnkidsag,qnkidsad,qnemptyn,qn50a,qn50b,qn50c,qn50d,qn50e,qn50f,qn50g,qn50h,qnhealth,qnmhealt,qndebili,qnmcondi,qnemploy,qnpartyu,qneducus,qnreligo,qnhispan,qnraceus,qnrace_1,qnnativi,qnincome,qnl1,qnc1,qnusr,int1,recage,recage2,recage3,gender,rechealt,rechea_1,recemplo,receduc,receduc2,receduc3,racethn,racethn2,recincom,q5_any_o,q50_yes_,hphoneus,cstate,final_ms,cregion,density,division,urban,usr,endlang,intdate,wt1,weight
Somewhat happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Just a few,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,5,Somewhat satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,A few times a week,A few times a month,Every day,Every day,Some,More of an individual problem,Minor role,Major role,Major role,Major role,Both equally/It depends (Vol.),Minor reason,Minor reason,Major reason,Minor reason,Major reason,Yes,No, , , , , ,Equally satisfied,Equally satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43, ,Male, ,Married,2,2,7, , ,No,Yes,Yes,No,No,Yes,Yes,Yes,Very good,Very good,No,No,Employed full-time,Independent,Two-year associate degree from a college or university,Seldom,Yes,White, ,U.S.,"$100,000 or more",Yes respondent or someone else has cell phone in household, ,Suburban, ,18-64,30-49,35-44,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,Hispanic,"Hispanic, born in US",$90K+,No to all,Yes to any,Dual HH,California,Urban- Center City (Metro),West,Lowest,Pacific,2,Urban,EN,20180420,0.7055,1.0415
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,Every day,Every day,Every day,A few times a week,A few times a week,A few times a week,Only a little,More of a public health problem,Major role,Major role,Minor role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Major reason,Major reason,Major reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,An equal mix of both,Strengthened,No impact (Vol.),Equally satisfied,Equally satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29, ,Female, ,Married,4,4,2, , ,No,No,No,No,No,Yes,No,No,Excellent,Excellent,No,No,Employed full-time,Democrat,"Some college, no degree (includes some community college)",Once a week,Yes,White, ,U.S.,"$50,000 to less than $75,000",Yes respondent or someone else has cell phone in household, ,Urban, ,18-64,18-29,25-34,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,Hispanic,"Hispanic, born in US",$40K-$89.9K,No to all,Yes to any,Dual HH,New York,Suburban- Non-Center City (Metro),Northeast,Highest,Mid Atlantic,3,Suburban,EN,20180420,0.839,2.3489
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Always,Never,Never,Lonely,3,Somewhat satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,Never (Vol.),A few times a month,A few times a month,Never (Vol.),Some,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Not a reason,Not sure,Minor reason,Major reason,Major reason,No,No, , , , , , , ,"No, would not recommend",Harder,Isn't really a problem,No specific cause for feelings of loneliness,Not sure,Declined to answer,No impact,No impact,No impact,No impact,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Almost always,Yes,No,No,Yes,No,No,Not at all helpful, , , , , , ,No,No,81, ,Female, ,Married,3,0, ,No, ,No,No,No,No,No,No,No,No,Excellent,Excellent,No,No,"Or, a homemaker or stay at home parent?",Democrat,High school graduate (Grade 12 with diploma or GED certificate),More than once a week,No,White, , ,Declined to answer,Yes respondent or someone else has cell phone in household, ,Rural, ,65+,80+,80-97,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,A homemaker or stay at home parent,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Don't know/Refused,No to all,No to all,Dual HH,Pennsylvania,Rural- Non-Metro,Northeast,Lowest,Mid Atlantic,5,Rural,EN,20180420,0.839,0.4458
Not too happy,Somewhat dissatisfied,Very dissatisfied,Declined to answer,Very dissatisfied,Just a few,No, ,Yes,About once a week,No, ,Always,"Rarely, or",Often,Often,Lonely,No one,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A few times a month,Every day,Less than that,A few times a month,A few times a month,Never (Vol.),Some,More of an individual problem,Minor role,Major role,Minor role,Major role,Due to factors and circumstances beyond their control,Minor reason,Major reason,Major reason,Major reason,Not a reason,No,No, , , , , , , ,"No, would not recommend",Hasn't made a difference,Isn't really a problem,Death/loss of a spouse/significant other,Loneliness comes and goes,6 months to less than a year,No impact,Not applicable/Not employed/Retired/Disabled (Vol.),No impact,No impact,Never,Never,Never,Almost always,Sometimes,Never,Rarely,Never,Never,Never,Yes,Yes,No,No,No,No,Not too helpful, , , , , , ,No,No,78, ,Female, ,"Widowed, or",1,0, ,Yes,No,No,No,Yes,No,No,Yes,No,No,Good,Good,No,No,Retired,Independent,High school graduate (Grade 12 with diploma or GED certificate),Once a week,No,White, , ,"Less than $20,000",Yes respondent or someone else has cell phone in household, ,Suburban, ,65+,65-79,65-79,FEMALE,Good,Excellent/Very Good/Good,Retired,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,Kentucky,Rural- Non-Metro,South,Lowest,East South Central,5,Rural,EN,20180420,0.4775,0.3121
Very happy,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,A fair amount,Yes,Several times a week,No, ,Yes,About once a week,Never,Never,"Rarely, or",Never,Not Lonely,8,Very satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,Never (Vol.),Every day,A few times a week,Every day,Nothing at all,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Not a reason,Major reason,Major reason,Yes,Yes,Every day,At least an hour but less than 2 hours,An equal mix of both,Declined to answer,Never have feelings of loneliness (Vol.),Equally satisfied,Equally satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70, ,Female, ,"Widowed, or",1,0, ,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Very good,Very good,Yes,No,Retired,Democrat,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Never,No,White, , ,"$20,000 to less than $30,000",Yes respondent or someone else has cell phone in household, ,Rural, ,65+,65-79,65-79,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,Michigan,Urban- Center City County (Metro),North Central,2,East North Central,3,Suburban,EN,20180420,0.4775,0.3121
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No one,Yes,Several times a week,No, ,No, ,Never,Never,Often,Sometimes,Lonely,No one,Very satisfied,Very satisfied,Very satisfied,Less than that,A few times a week,A few times a year,Every day,Every day,Every day,Nothing at all,Not sure,No role at all,No role at all,Not sure,No role at all,Declined to answer,Declined to answer,Declined to answer,Declined to answer,Declined to answer,Declined to answer,Yes,No, , , , , ,Never interact with friends online (Vol.),Never interact with friends online (Vol.),"No, would not recommend",Easier,Isn't really a problem,No specific cause for feelings of loneliness,Continually lonely,More than ten year,Very positive,Very positive,No impact,Very positive,Almost always,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Never,No, , , , , , ,Not a reason,Major reason,Not a reason,Not a reason,Major reason,Not a reason,No,No,45, ,Male, ,"Single, living with a partner",2,0, ,Yes,Yes,No,No,No,No,No,No,No,No,Very good,Only fair,No,No,Employed full-time,Republican,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,Not sure, , ,"$100,000 or more",Yes respondent or someone else has cell phone in household, ,Suburban, ,18-64,30-49,45-54,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,Don't know/Refused,Don't know/Refused,$90K+,Yes to any,No to all,Dual HH,New Jersey,Urban- Center City County (Metro),Northeast,Highest,Mid Atlantic,3,Suburban,EN,20180420,0.7055,0.6435
Somewhat happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Just a few,No, ,No, ,No, ,"Rarely, or","Rarely, or","Rarely, or",Never,Not Lonely,2,Very satisfied,Very satisfied,Very satisfied,Every day,A few times a week,Never (Vol.),A few times a week,A few times a week,A few times a week,Nothing at all,More of an individual problem,No role at all,Major role,Minor role,Minor role,Mostly have themselves to blame,Minor reason,Major reason,Not a reason,Major reason,Major reason,Yes,No, , , , , ,Equally satisfied,Less satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61, ,Male, ,"Single, that is never married",1,0, ,No, ,No,Yes,No,No,No,Yes,Yes,Yes,Only fair,Very good,Yes,No,Employed part-time,Republican,Two-year associate degree from a college or university,Never,No,White, , ,"$40,000 to less than $50,000",Yes respondent or someone else has cell phone in household, ,Suburban, ,18-64,50-64,55-64,MALE,Only fair/Poor,Only fair/Poor,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,Yes to any,Dual HH,Pennsylvania,Suburban (Metro),Northeast,2,Mid Atlantic,3,Suburban,EN,20180420,0.4775,0.5754
Somewhat happy,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Somewhat dissatisfied,A fair amount,Yes,Several times a week,No, ,Yes,Once or twice a month,Sometimes,Never,Never,Never,Not Lonely,5,Very satisfied,Somewhat satisfied,Somewhat satisfied,A few times a week,Every day,Never (Vol.),A few times a month,Every day,Never (Vol.),Nothing at all,More of an individual problem,No role at all,Minor role,No role at all,Major role,Mostly have themselves to blame,Minor reason,Major reason,Not a reason,Not a reason,Major reason,No,No, , , , , , , ,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, ,Female, ,"Widowed, or",1,0, ,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Poor,Excellent,Yes,No,Retired,Declined to answer,High school graduate (Grade 12 with diploma or GED certificate),More than once a week,No,White, , ,"Less than $20,000",Yes respondent or someone else has cell phone in household, ,Suburban, ,65+,80+,80-97,FEMALE,Only fair/Poor,Only fair/Poor,Retired,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,Indiana,Rural- Non-Metro,North Central,Lowest,East North Central,5,Rural,EN,20180420,0.4775,0.3586
Somewhat happy,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Just a few,No, ,No, ,No, ,"Rarely, or","Rarely, or","Rarely, or",Often,Lonely,5,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,A few times a month,A few times a month,Never (Vol.),A few times a year,A few times a month,Never (Vol.),Only a little,More of a public health problem,Minor role,Major role,Minor role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Equally satisfied,Equally satisfied,"No, would not recommend",Harder,Isn't really a problem,No specific cause for feelings of loneliness,Loneliness comes and goes,Less than 6 months,No impact,Somewhat positive,Somewhat negative,No impact,Sometimes,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,No, , , , , , ,Minor reason,Not a reason,Not a reason,Major reason,Not a reason,Minor reason,No,Not sure,75, ,Female, ,Married,3,2,6, , ,No,No,No,No,No,Yes,Yes,No,Good,Good,No,No,Retired,Independent,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",A few times a year,No,Black or African-American, , ,"$40,000 to less than $50,000",No, ,Suburban, ,65+,65-79,65-79,FEMALE,Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"Black, non-Hispanic","Black, non-Hispanic",$40K-$89.9K,No to all,Yes to any,LLO HH,Indiana,Urban- Center City (Metro),North Central,3,East North Central,2,Urban,EN,20180420,2.2162,1.1488
Somewhat happy,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,A lot,Yes,Several times a week,Yes,About once a week,Yes,Once or twice a month,"Rarely, or","Rarely, or",Never,"Rarely, or",Not Lonely,6,Somewhat satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,Every day,A few times a week,A few times a week,Every day,Only a little,More of a public health problem,Minor role,Major role,Major role,Major role,Mostly have themselves to blame,Minor reason,Minor reason,Not a reason,Minor reason,Major reason,Yes,No, , , , , ,Equally satisfied,Equally satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, ,Female, ,"Single, living with a partner",3,0, ,Yes,No,No,Yes,Yes,No,No,No,No,No,Very good,Very good,No,No,Employed part-time,Independent,High school graduate (Grade 12 with diploma or GED certificate),Once a week,No,White, , ,"$20,000 to less than $30,000",Yes respondent or someone else has cell phone in household, ,Urban, ,18-64,50-64,45-54,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,Ohio,Urban- Center City (Metro),North Central,3,East North Central,2,Urban,EN,20180420,0.839,1.6735
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,No, ,No, ,No, ,"Rarely, or",Never,Never,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,A few times a week,Every day,Every day,Every day,A few times a week,A few times a week,Some,More of an individual problem,No role at all,Major role,Minor role,Minor role,Both equally/It depends (Vol.),Minor reason,Not a reason,Major reason,Major reason,Major reason,Yes,Yes,Every day,At least an hour but less than 2 hours,An equal mix of both,Both/Neither (Vol.),No impact (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, ,Female, ,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Very good,Excellent,No,No,Employed full-time,Independent,Two-year associate degree from a college or university,Seldom,No,White, , ,"$100,000 or more",Yes respondent or someone else has cell phone in household, ,Rural, ,18-64,50-64,55-64,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,Dual HH,Michigan,Suburban (Metro),North Central,4,East North Central,3,Suburban,EN,20180420,0.7055,0.9299
Very happy,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,A lot,No, ,No, ,Yes,Several times a week,Never,"Rarely, or","Rarely, or","Rarely, or",Not Lonely,25,Somewhat satisfied,Very satisfied,Somewhat satisfied,Every day,Every day,Every day,Every day,A few times a week,Every day,Nothing at all,More of a public health problem,Minor role,Major role,Major role,No role at all,Due to factors and circumstances beyond their control,Not a reason,Major reason,Major reason,Minor reason,Major reason,Yes,Yes,Every day,Less than half an hour,Looking at what other people are doing,Weakened,Worse,Less satisfied,Equally satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37, ,Female, ,Separated,2,2,15, , ,No,No,Yes,No,No,Yes,Yes,Yes,Only fair,Good,No,No,Employed full-time,Democrat,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Never,Yes,White, ,Puerto Rico,"$75,000 to less than $90,000",Yes respondent or someone else has cell phone in household, ,Suburban, ,18-64,30-49,35-44,FEMALE,Only fair/Poor,Only fair/Poor,Employed,College +,College +,College +,Hispanic,"Hispanic, born in US",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Pennsylvania,Urban- Center City (Metro),Northeast,Highest,Mid Atlantic,1,Urban,EN,20180420,0.7055,0.9705
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,A fair amount,No, ,Yes,About once a week,Yes,About once a week,Often,Sometimes,Sometimes,Sometimes,Lonely,3,Very satisfied,Very satisfied,Somewhat satisfied,Every day,A few times a week,A few times a week,A few times a month,A few times a year,A few times a week,Some,More of an individual problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Major reason,Major reason,Major reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,Looking at what other people are doing,Weakened,Worse,Less satisfied,Less satisfied,"No, would not recommend",Harder,Minor problem,No specific cause for feelings of loneliness,Loneliness comes and goes,6 months to less than a year,No impact,No impact,Somewhat negative,Somewhat negative,Sometimes,Rarely,Never,Never,Sometimes,Almost always,Sometimes,Never,Never,Almost always,No, , , , , , ,Minor reason,Major reason,Major reason,Major reason,Major reason,Major reason,No,No,43, ,Female, ,Married,3,2,5, , ,No,No,No,No,No,No,No,No,Very good,Very good,No,No,Employed full-time,Democrat,Two-year associate degree from a college or university,A few times a year,No,White, , ,"$50,000 to less than $75,000",Yes respondent or someone else has cell phone in household, ,Rural, ,18-64,30-49,35-44,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,No to all,Dual HH,Maine,Rural- Non-Metro,Northeast,Lowest,New England,5,Rural,EN,20180420,0.839,1.0462
